5.226954698673683453e+00,-1.358431346699541908e+00,-6.203307493880831913e+00
5.300340555276378929e+00,-4.601225522466326545e+00,-4.886123234924504288e+00
4.167004984342105089e+00,-3.551129019648747054e+00,-4.299231192289296288e+00
2.980876372911855476e+00,-5.862490843136710872e+00,-3.137798135881762818e+00
4.839861986645402681e+00,-5.598317271107050352e+00,-5.325932447199499542e+00
4.976932707752956375e+00,-4.778458860037716249e+00,-3.654823177999303674e+00
4.212349573590129737e+00,-5.189073475128505919e+00,-4.505140430900940629e+00
6.492165505701766648e+00,-6.606964508197714636e+00,-6.539111602030378556e+00
4.863858572470217467e+00,-6.008523358648610646e+00,-5.666113107595129428e+00
5.673151581274201938e+00,-4.705315701224805913e+00,-4.089499015704047835e+00
5.771155814881741897e+00,-5.052513061910602232e+00,-4.391808408836867628e+00
5.715946799931549194e+00,-4.529631268280621903e+00,-5.275386842835862566e+00
5.036654501267135764e+00,-4.028562139989697144e+00,-5.491628760308579160e+00
4.909505821215113031e+00,-3.763563279617805790e+00,-7.155761283604299194e+00
4.989764397848952093e+00,-3.355015173397673856e+00,-4.758666883863249097e+00
5.458192420905598752e+00,-4.856940802013472336e+00,-5.180797025797651223e+00
3.220369493495844004e+00,-4.590818644742517662e+00,-5.446731057807910226e+00
3.536908784345948575e+00,-5.539040162590807448e+00,-4.402630717396496252e+00
5.245219998655886506e+00,-5.405166172088649468e+00,-4.242203269499636775e+00
3.749150001773447816e+00,-5.484660548747568143e+00,-5.963063086876891461e+00
4.556544663482490876e+00,-4.941558501431915218e+00,-4.986704011879624865e+00
6.148263975230085165e+00,-5.163647436175431871e+00,-4.117283290590653344e+00
5.369518593750897573e+00,-5.601730480256859046e+00,-4.309254908949160523e+00
6.007802138890327548e+00,-4.151807163014415991e+00,-5.255731431464188752e+00
4.115764526271552093e+00,-5.044797954525686912e+00,-4.801543102257118889e+00
4.106846117273002861e+00,-6.232448077508621509e+00,-4.047197088074200977e+00
4.341835802995109184e+00,-3.466558468178259744e+00,-4.042411044799299802e+00
3.531032450633170505e+00,-5.157674347758463895e+00,-3.717416086510567652e+00
5.944217018762815385e+00,-4.741375908507174053e+00,-5.683546979432517077e+00
6.300743890542652714e+00,-3.991314547522419875e+00,-4.463264197175647041e+00
5.428087319977836778e+00,-2.740729943784903089e+00,-3.811132874573150975e+00
5.643283919141047100e+00,-2.888224372944028229e+00,-6.220627435737328348e+00
5.194548647595974344e+00,-4.816925216894873962e+00,-3.213297281157302177e+00
6.808154886410658690e+00,-4.968369376672867155e+00,-5.961855412224024597e+00
7.055183129235484962e+00,-5.602415979088625875e+00,-5.166051642133400179e+00
4.573784542462377978e+00,-6.171026279026142092e+00,-5.149429502424239580e+00
6.941501211735272570e+00,-4.226374268857335359e+00,-5.315988183939521328e+00
5.744321267306169432e+00,-3.908358920340660347e+00,-5.478687789449913303e+00
4.434180973679432647e+00,-4.450122051968747883e+00,-4.225031017340156403e+00
5.155204697767231004e+00,-4.893568032184353100e+00,-5.416773609304831538e+00
6.026434840041170027e+00,-5.444659276367918466e+00,-5.727205293324702851e+00
6.477429562738509894e+00,-5.961257685440182641e+00,-4.390178682903296270e+00
4.811587266287313369e+00,-5.144689105039050858e+00,-3.684447043336946503e+00
4.264281300363094829e+00,-5.539031513670694906e+00,-5.762609204907857219e+00
7.185094481466210325e+00,-2.211986143267215876e+00,-6.623198217229901985e+00
5.489876986901133904e+00,-7.131720554763577802e+00,-7.479874778730518869e+00
3.846291845920393637e+00,-6.658512828152613139e+00,-3.971982252594653762e+00
4.292118968732455464e+00,-6.127353487328927706e+00,-5.049902637666304983e+00
5.400277483445485416e+00,-6.133114929484663413e+00,-7.268308137919053280e+00
4.608558724572854537e+00,-4.001290477079286312e+00,-2.978933940574095107e+00
5.366035459952588127e+00,-5.418605184795904250e+00,-5.481827697837719171e+00
6.381897206116546428e+00,-4.840966968791087233e+00,-6.475665798071563728e+00
5.500510502071803920e+00,-5.508940669851098981e+00,-4.656105494452737581e+00
3.557815480744204617e+00,-6.948505851101153041e+00,-3.240432465163136655e+00
4.975382014961684085e+00,-4.516519066765795287e+00,-3.769847245322016427e+00
5.338299732960236632e+00,-5.787308786347656664e+00,-2.903499196518981584e+00
5.172770690132502125e+00,-4.196942937165951015e+00,-5.500390472809645104e+00
6.047376655653801336e+00,-6.123664672422959754e+00,-3.432438654306056769e+00
5.589453384745146636e+00,-5.413572067494532902e+00,-4.471266732824381585e+00
3.644868739888033282e+00,-3.765581874175532917e+00,-4.543790431507649608e+00
4.437396784161903973e+00,-5.579460789526093478e+00,-4.998681704426985561e+00
6.164668913840190001e+00,-3.048639291773405535e+00,-5.389449164645558454e+00
4.781828296000977474e+00,-4.687511503753309938e+00,-6.270019572796989848e+00
5.614227091078795695e+00,-3.266547012350180523e+00,-3.310149415468393919e+00
5.446444225616333235e+00,-4.463739413942021450e+00,-3.900849492778178274e+00
6.182957608611659772e+00,-4.894240263304904914e+00,-3.844725304429245316e+00
5.292650360422754829e+00,-3.457139779174678296e+00,-6.336517008327239076e+00
4.590998455012075929e+00,-4.384949067845957060e+00,-4.230219363425313794e+00
4.905902424101288517e+00,-3.665847101969671673e+00,-5.346941100453278750e+00
4.509659656321334253e+00,-4.916604030627821587e+00,-5.008750422856748763e+00
4.054768769486654989e+00,-5.419685730549421265e+00,-3.517950916134539252e+00
5.591834231377287523e+00,-3.606659878243024142e+00,-4.466978435864806585e+00
5.749964478577123117e+00,-4.459208479042264806e+00,-4.333116009308312755e+00
5.684684495155734041e+00,-3.466253144991794599e+00,-5.957594677164863128e+00
3.664650764877108280e+00,-5.939144431134243618e+00,-2.640593178244757144e+00
3.615217235360795200e+00,-2.056404246303177974e+00,-3.984514292761703658e+00
4.027954564559442119e+00,-2.840340035445927391e+00,-6.635514791601762496e+00
3.764723033472198388e+00,-5.310436646442725284e+00,-4.493233259440654770e+00
2.794966379818005553e+00,-5.118135641289088156e+00,-3.990354635010563644e+00
5.012817820822851544e+00,-4.516944992944089243e+00,-3.951056865867177414e+00
5.219786160457182689e+00,-4.460227453204664627e+00,-4.470032595500892825e+00
6.363258860388691929e+00,-2.009254119018386575e+00,-6.954873749052872256e+00
5.845962688719877676e+00,-4.991361553746629376e+00,-5.739282956515867617e+00
5.704317937707857666e+00,-4.215122783409207763e+00,-3.776767154567027607e+00
5.230863066284818785e+00,-5.222168560759161693e+00,-5.702971789740430175e+00
6.061696225033980312e+00,-4.744989316577568061e+00,-5.802096160913487566e+00
5.341195190321333719e+00,-3.499800180406021699e+00,-3.574060591291644329e+00
6.120209387308279680e+00,-5.516874395216323279e+00,-2.976117442916723199e+00
6.301204523629515108e+00,-6.292339437624966614e+00,-4.445116429925047186e+00
6.483443265638539899e+00,-5.518353754004528433e+00,-5.021572947523334385e+00
4.422709851120597335e+00,-5.389150614771761383e+00,-6.892975057327656252e+00
6.277650936711274277e+00,-4.763058611300040823e+00,-4.970972364875453131e+00
4.292761406643467836e+00,-5.529482616009293139e+00,-5.532552292056841736e+00
5.478128727625533045e+00,-5.321351023409411241e+00,-4.502476431955487968e+00
5.139821316173078358e+00,-6.035696553800671715e+00,-2.967979529387052562e+00
5.927618502502988385e+00,-4.975256115958067049e+00,-5.817439065925544384e+00
6.377855656699752629e+00,-5.037656779995699274e+00,-6.556792256929323770e+00
